Görüş,Durum
sene olmuş 2020 hala tableti almak düşünceleriniz varsa aklınızdan silip atın tamam çıktığı döneme göre güzel tablet kaliteli falan yazılımı eski çoğu uygulamayı yükleyemezsiniz ulan fiyatı 2000 lira olmuş tableti seneler önce ben aldığımda 400 tl idi hala bozulmadı taş tablet dönemde alınmaz oğlum satıcılar hayvan fiyat artırıyor hayvan stok yapmışlar ayıp lan tablet tarihi eser lan utanmıyor musunuz lan eski alete yeni bilgisayar parası istemeye,Olumsuz
su kaynayınca atmiyo düğmesi alt platforma tam oturmuyor kalitesiz yayınlarlarsa okursunuz,Olumsuz
henuz kullanmadik çeyiz hediyesi güzel duruyor,Olumlu
kargo aşırı hızlıydı aynı ürünü geçen sene kullandığım gönül rahatlığıyla diyebilirim işinizi fazlasıyla görür uzun vadede kullanmayacaksanız,Olumlu
pazarr mali kalitesiz eksik geldi lamba,Olumsuz
kötü philips olduğu aldım çekişi berbat param çöpe gitti resmen kesinlikle tavsiye etmiyorum,Olumsuz
paketleme guzel hasarsiz sekilde ulasti,Olumlu
i çerisinden çıkan splitter çalışmadı,Olumsuz
çamaşır makinesi aldım bir hafta çüžüm yok tfn açıyorum servis bahaneler yapılıyor 3aylık bir çihaz arzası anahtar resmi var çalışmıyor servis üçretinde talep ediliyor,Olumlu
olumlu yönleri hafif sessiz gundelik icin ideal diger supurgeleri bilmiyorum supurge cok iyi alinir kisaca,Olumlu
yetkili servisi sıkıntı ürün sıkıntı yamuk yumuk duruyo dandik uzak durun,Olumsuz
ürün elime ulaştı bir süredir kullanıyorum almayı düşünen arkadaşlar artıları eksileri belirtmek istedim ürünün artıları klavye görsel olarak oturaklı düzenli güzel bir tasarımı var yerli yerinde kablonun klavyeye giriş yeri kalınlaştırılmış dayanıklı görünüyor zamanla belli olacak klavyenin üst kısmında bulunan program caps lock scroll lock num lock ışıkları oldukça belirgin diğer klavyelerdeki minik bir nokta değil emin olun görmemek imkansız avuç içi desteği pek büyük bir özellik katmasa klavyeye açısı falan oldukça güzel deal oturuş pozisyonunda güzel destek veriyor elinize tepkime süresi güzel ürünün eksileri klavye eğiliyor bildiğin eğiliyor ayakları masaya tam basmayıp oynuyordu geldiğinde karşılıklı iki köşesinden bükerek düze getirdim şekilde kullanıyorum düz zeminde kullanın zaman tuşlar küçük standart bir klavyeden oldukça küçük tuşları var wasd yerleşimi standart değil caps lock dilinin biraz uzun olması 2 sıra harflerin biraz ileriden başlaması gerekiyor oyuncu tuşlarının malzeme olarak bir özelliği yok dokunuş hissi biraz kavi olmasına rağmen diğer tuşların kırmızı renklisi uzun süreli kullanıma yönelik koruma amaçlı bir uygulama yapılmamış oyuncu tuşlarında artıları kısmında belirttiğim üst kısımdaki kocaman ışıklar görünürlük olarak artı olsa estetik olarak eksi böyle minik tuşlu kibar bir klavyeye kocaman ışıklar alaka yine artılar kısmında klavyeye girişinden bahsettiğim kablo oldukça kötü usb girişi işportacıdan alacağınız herhangi bir usb aygıtın bağlantısıyla aynı kalitede tuşlar oldukça sesli bir tuşu spamlediğinizde oldukça rahatsız edici olabiliyor ofis kullanımı kesinlikle tavsiye etmiyorum hızlı klavye kullananlar özellikle kulaklıkla çalışmalı klavyeye sessiz diyenleri anlamak zor eksi var karakter sınırı yetmiyor kelimeleri kısaltarak kaliteyi düşürmek istemiyorum,Olumsuz
ütü güzel bir ütü uzun süredir kullanan arkadaşların tavsiyesi aldım bir mağazdan gidip alacaksanız kesin alabilirsiniz fakat amazzon üzerinden almanızı tavsiye etmiyorum zira ürün çizik geldi tabanda çizik yoktu fakat plastik aksamda ürünün ön tarafında çizik vardı ambalajlanması gayet iyi şekilde yapılmıştı kargo sırasında çizilmiş olamaz öyle gözden kaçacak bir yerde değil kutusundan çıkartınca şak gözüküyor çizik zaten kutudan çıkarmamla geri koymam arasında 30 saniye anca vardır tek bir şeyi işaret ediyor bana teşhir ürünü defolu ürün türk insanı olarak satıcıların internet üzerinden teşhir mallarını millete çakmaya çalışmasına alıştık yöntemin amazzon tarafından benimsenmiş olması biraz enteresan geldi,Olumsuz
250 tl ye aldim kampanyali uygun flyat buyuklugu ideal gayet agir saglam urun,Olumlu
i nanılmaz büyük ağır evdeki modem hafif taşımaya uygun bir ürün olduğunu düşünmüyorum arabaya vs koyacaksanız olabilir,Olumsuz
ürünün önemli özelliği soğuk hava buharı vermesi gözüküyor bir müddet sonra kanallar tıkandığı normal vantilatör olarak kullanıyorsunuz kanalları temizlemesi söküp takması kolay değil tavsiye etmem normal vantilatör alın bence,Olumsuz
ürün güzel ürün bilgileri yalan,Olumsuz
mağazayla ürünü 2 3 kullanmamda kırıldığını değişim istediğimi söylediğimde ürünün garantisi olmadığını kullanıcı hatası dolayısıyla duruma gelebileceğini savundu taşın suyunu sıkıyoruz portakal sıkarken alt tabla parcalandi vicdani rahatmmis değişim yapmadi,Olumsuz
tv telefondan tv ye görüntü aktarımı yapan var ben yapamadım,Olumsuz
beğendim iş görür,Olumlu
güzel çaylar içebilirsiniz harika ürün,Olumlu
bir ay oldu hala göndereceksiniz,Olumsuz
şimdilik sorun yok kullanışlı dış yüzey ısınıyor,Olumlu
yorumlara bakarak ilk elektrikli bir alet aldım internetten bayıldım 3 gündür sabırsızlıkla bekliyordum hemen çalıştırdım halıları süpürmüyor yiyor adeta ayrica turbo başlığının olması cok güzel borularının kalitesi güzel sağlam sadece toz haznesini açıp kapatırken nazik olun derim biraz hassas eski supurgem öyleydi onun alışığım 3 yıl garantisi var rahatlıkla taşınabiliyor sesi son güçte bile rahatsızlık vermiyor kısacası parasıni hakediyor,Olumlu
bukadar hızlı gelcegini beklemiyodum ürün guzel beklentimi sonuna kadar karsiladı fiyata bukadar iyi olmasi guzel tesekkurler,Olumlu
alalı 1 hafta olmadı su sızdırmaya başladı,Olumsuz
bence almadan dusunun iyi arastirin derim ben aldim calistirdiktan 1 saat sonra tv nin alt tarafinda isinma oluyor baya servis geldi normal dedi sobalı tv aldik iade degisim yapilmicani soylediler tuketici haklarina sikayetimi yapicam,Olumsuz
yüksek ses ariyirsaniz uzak durun,Olumsuz
kargocular evin içine kadar getirdiler serviste ücretsiz kurulum yaptı derin dondurucu gayet yeterli ilgilerinden dolayı satıcıya teşekkür ederim,Olumlu
harika kullanışlı,Olumlu
modemden kaynaklanan sürekli bir bağlantı sorunu var ip adresi alamıyor internetim haftada 2 3 kere kopuyor fiyatı uygun aldım memnun değilim,Olumsuz
sorunsuz iyi ürün,Olumlu
beklediğimin altında bi performans yoktan iyidir,Olumsuz
next 2000 internet machinadan cihaza gecince buyuk hayal kirikligi yaşadim yazilimlar menu kullanisli hale grtirilirse kullanılabilinir,Olumsuz
kaliteli minik,Olumlu
uzak durun ucuza alacağız rezil olmayın,Olumsuz
aldıktan sonra 3 ay kadar kullanabildik prizden arıza yaptı sigortaları attırmaya başladı çöpe atmak zorunda kaldık,Olumsuz
olumlu yönleri ürünü fi yatina göre güzel kullanişli malzeme kali tesi düşük olumsuz yönleri metal boru kismini ayarlamali di yor özelli kleri nde bi ze sabi gönderdi ler si nbo genel merkezi le görüştüm bana yeni si gönderdi ler ancak oda sabi konuda gereği ni yapilmasi hususunda,Olumsuz
korkmaza yakışmadı ızgaranız beş para etmeztepsi çıkacak yıkanıp temizlenecek ürünü köyden getirdiğiniz bir çobanamı yaptırdınız avrupa bizi sanırım yüzden kıskanıyor,Olumsuz
bozuk isinmiyor çalişmiyor sakin alip pi şman olmayin,Olumsuz
resim yok malesef,Olumsuz
beklentimi asla karşılamadı kahve ılık bir şekilde alınıyor makineden durum içme zevkinin önünde engel,Olumsuz
ürünün orijinal olup olmadığından emin olamadım,Olumsuz
kullanşlı ağır değil,Olumlu
defolu ütünler köşesi parçaları birleştirirken içine takılmadan gönderilmiş,Olumsuz
mağazadan aldım 2 yıl kullandım haznesi delinmiş evi yakıyordu,Olumsuz
kendisi güzel kapağı tam kapanmıyor,Olumsuz
ürünün dış ambalajı kirliydi üzerine yağ bişey dökülmüştü ancak içerisinde bulunan tefal kendi kutu ambalajında bir sıkıntı yoktu sadece üründe sonradan bir darbe fark ettim sap kısmıda oynuyordu vidayı sıkınca sorun çözüldü resimde koyuyorum ancak böyle bir ürünü tefal kendi kalite kontrolünden geçirıp gönderiyor garip,Olumsuz
sinbo tekli ocak kötü aldım kullanmadım ısınması kötü sakın almayin,Olumsuz
hayır firma ismi yok,Olumsuz
urunu almadan once biraz arastirma yaptim kullanici yorumlari cevredeki kullanicilardan olumlu yonde etkilenerek aldim kisa surede urun geldi denedim 10 yildir kullandigim farkli bir marka utume gore cok cok iyi 1 utuleme suresi kisaliyor 2 giysileri cok kolay aciyor 3 malzeme kalitesi yuksek tek olumsuz tarafi ilk 3 adet gomlek utulememde su damlatmasi oldu ozellikle tam isinmadan utuye devam edildiginde bence kullanima bagli olarak sorun giderilir tavsiye ederim pisman olmazsiniz,Olumlu
olumlu yönleri ürünü beğenmedim olumsuz yönleri aynı marka bende var na ısınmadım,Olumsuz
flash girişi çalışmıyor flası takınca radyo moduna geçiyor radyo kaydedemiyorsun baştan başlıyor ayar kumandadan radyo ayarlayamıyorsun komandada eqolayzer çalışmıyor ses seviyesi aşırı iyi,Olumsuz
urun kalitesi cok dusuk bir kalite ben once simfer 3502 modelini almistim memnun kaldim simfer 3420 modelininde iyi olacagini tahmin ettim fakat yanildim geri gonderme olanagim zamanim olmadigi icin geri gondermedim ayrica amazzon turkiye servisi internet sitesi kuzey amerika amazzon iyi degil bir amazzon turkiye alis veris yapmam firsati verdiginiz icin tesekkur ederim,Olumsuz
doktorumuzun tavsiyesiyle sulu makina kullanmaya başladık malzeme kalitesi iyi değil fakat ürünü kullandığınız zaman tozu dışarı vermediğini fark edebilirsiniz tavsiye ederim,Olumlu
faydalı bir ürün ancak ürünün hazne kısmı çatladı temin edebilirim,Olumsuz
şık kaliteli,Olumlu
düşük emme performansı,Olumsuz
hozlı mağaza özenli paket,Olumlu
yazlığımız ideal,Olumlu
almadan önce yorumları okudum damlatıyor yazıldığını görünce tedirgin oldum yine almaya karar verdim kesinlikle damlatmıyor belkide dolu olunca olabilir bende olmadı harika görünümü var annem görünce bayıldı günlük olarak kullanıyorum kimisi kapatma düğmesi yok demişti yanlış hatırlamıyorsam küçük yuvarlak düğme kapatma düğmesi halde bunu bilemediler su ısıtıcımı kaldırdım çaydanlık su ısıtı olarak kullanıyorum uzun zamandır böyle bir istiyordum gerçekten harika sadece sesi var kaynatma aşamasında benim sorun değil,Olumlu
olumlu yönleri gerçekten bir elektrik süpürgesinden beklediğiniz herşeyi karşılayan bir ürün emiş gücü kullanım kolaylığı size keyifli temizlik sunuyor pahalı diğer markalarla eşdeğer bir ürün teşekkürler ayrıca ürün zamanında elimizde oldu güvenli alışverişin adresi,Olumlu
ürünü cok arastrip almistim cok güzel bir blender seti cizilmeyi önleyici yüzük aparatida var tavsiye ederim alacaklara,Olumlu
ürün anlatıldığı başarılı bir ürün,Olumlu
fircasi kadar kotu baska oje gormedim badana fircasindan farksiz,Olumsuz
ikincisini satın aldım,Olumlu
yer kaplayan ancak içi oldukça geniş sessiz çalışan elektrik harcayan şirin minik şık kullanışlı bir ikinci buzdolabı arçelik kalite servis güvencesi çin mallarına fark atan malzeme işçilik gözü kapalı satın alabileceğiniz yıllarca sorunsuz kullanabileceğiniz sağlam bir beyaz güvercin teknosa satış taksitlendirme teslimat kolaylıklarını hesaba kattığınızda iyisi yok boşuna aramayın,Olumlu
olumlu yönleri güzel makina,Olumlu
kalitesi iyi olmasa alınabilir,Olumlu
ğrün küçük şık gayet köpüklü güzel yapıyor kahve hazır olunca sesle haber vermesi güzel,Olumlu
kalitesiz üst alt birbiriyle uyuşmuyor malzemesi kalitesiz ade ettim,Olumsuz
siyah akşamları çizik olarak geldi teşhir ürünü,Olumsuz
tam 14 gün sonra geldi,Olumsuz
kaliteli güzel bir ürün tavsiye ederim,Olumlu
ürün elimize ulaştı maşallah halıya yapışıyor bırakmıyor ayrıca sesi düşük onun 5 yıldız veriyorum,Olumlu
2 yil oldu makinayi alali yazlikdaki ev icin aldim 1inci yil 1 ay kullandim yilda cok kullaniyorum bardaklarim bulanik cikti servis cagirdik butun ayarlarini duzeltti limon tuzuyla bos calistir dediler yaptim bende oda 15 gun guzel yikadi fakat tekrar ayni bulanik yikadi garantimin bitmesine 1 yil var hic memnun degilim misafirlere karsi utaniyorum herseyim mahvoldu yapabilirim bir ariza var cozulemedi yenisiyle yada baska modeliyle degistirebilirmiyiz,Olumsuz
kesinlikle tavsiye ediyorum,Olumlu
gayet uygun aldım kullanışlı,Olumlu
mutfakta kullanılacak uygun bir ürün,Olumlu
yorumlara bakarak almıştım memnun kalmadım parçalamak istediğim sebzeyi vıcık vıcık yapıyor çalıştırınca birazını parçalamadan bırakıyor rafa kaldırdım öyle söyleyeyim hepsiburada yaptığım alışverişleri yorumlara bakıp yaptığım yazmak istedim arzumun başka ürünlerini kullanıyorum gayet başarılı olmamış,Olumsuz
malzeme kalitesi gerçekten hoş değil fiyatının hakkını vermesi gerektiğini düşünüyordum malesef beğenmedim sıcak suyu görünce yamuldu,Olumsuz
aksamları tamam başlığı iyi olabilirdi,Olumlu
amazzon sitesinden ilkkez alışveriş yaptım paketleme olsun kargo olsun harika ürüne gelirsek harika çekim gücü gerçekten mükemmel halıyı resmen yerinden kaldırıyor turbo başlıkla süpürmesi harika fiyata harika performans pahalı ürünlere gerek yok tavsiye ederim,Olumlu
çelik gayet güzel,Olumlu
ürünüm 2 günde elime ulaştı faturalar eksiksiz geldi rengi tatlı blender başlığı normal alışık olduğumu blenderlardan büyük deneme fırsatım olmadı güzel ürün paketeme güzeldi tek eksi yanı sesi çokkkk,Olumlu
i stedim mercan renk gelen pembe renk robot ilk çalıştığında anormal çalıştı şuan pek sorun görünmüyor bozulacağından kuşkuluyum,Olumsuz
kötü plastik kokusu haricinde fena değil iş görür,Olumsuz
paketlemeyi beğenmedim ürün sorunsuz geldi,Olumlu
fiyatına göre çekim kalitesi düşük buluyorum hız olarak iyi,Olumsuz
apple ipad calisirken surekli cagri kapanmasina oluyor,Olumsuz
hasarlı ürün geldi iade edemedim anlaşmalı olduğu kargo iade ürünü anlaşma donduruldu diyerek teslim almadı sürede iade süreci geçtiği ürünü iade edemedim gerekli yerlere şikayetimi yapacağım,Olumsuz
hızlı kargolama yapıldı,Olumlu
satıcı oldukça ilgili ürünü belirtilen tarihten önce göndermesi benim iyi oldu ilgiye teşekkür ederim,Olumlu
isıtmaya gecince aşırı görültülü koydum cok koydum suyu gene gürültülü,Olumsuz
ürün bugun geldi artisi eksisi var onlari belirtmek istedim basta soyleyim kesim konusunda iyi cekme vs yapmıyor sac icin kesimi uygun sakal inceltme icin ideal bir ürün dişleri ince ayara getirsen bile tam sifir kesemiyorsun sakalda 3 4 gunluk sakal kesebilirsin fazla ha bide inceltme mandalini cok sert yapmışlar elimde kalacak korkuyorum kibar yapsaydilar bari,Olumsuz
2011 yılında almıştım aldığım güzel süpürgem canım benim su kovasındaki kırmızı çizgiyi aşarak fazla su koymam neticesinde motorunu yaktım üzülmüştüm aynı süpürgeden almaya karar vermiştim yetkili servise gidip sordum motorunun değiştirilmesiyle tekrardan kullanabileceğimi söyledi hemen gün yeni motor takıldı eve getirip çalıştırdığımda farkettim eskisinden güzel emiş kuvveti artmıştı iyiki fazla su koyup eskiyen yanan motoru yeniletmişim temizliğinden herkes şikayet etmiş iki adet aparatı çıkartıp klozete döküyorum yine kendi kovasının içinde duşakabinde aparatları yıkayıp tekrar kovasını klozete döküyorum arada bir toz bezlerimle birlikte çamaşır makinasına atıp yıkıyorum arnicam benim seni bir süpürgeye değişmem benimle kal süpürge alacaklara kesinlikle tavsiye ederim,Olumlu
aynı üründen evimde kullanıyorum onu 3 sene önce almıştım sorun yaşamadım borular falan kırılmadı gayet sağlam memnunum şimdi 2 olarak ofisim aldım fiyat performans ürünü çekiş gücü iyi ayrıca ebat olarak küçük bir ürün olduğu yere koyabiliyorum pratik bir ürün kötü yorumlara bakıyorum arkadaşlar fiyata alabileceğiniz iyi ürün,Olumlu
